	time (sec)	xEast (m)	yNorth (m)	zUp (m)	vx (m/s)	vy (m/s)	vz (m/s)	head (deg)	pitch (deg)	roll (deg)
1000221	5.802235e+01	3.781339e+01	3.009795e+03	1.175806e+03	-1.451931e+01	-6.507921e+01	-4.906050e+00	-1.537927e+01	1.837675e+02	-4.179390e+00
1000222	5.812212e+01	3.601764e+01	3.003136e+03	1.175640e+03	-1.438703e+01	-6.505473e+01	-5.320640e+00	-1.641603e+01	1.837349e+02	-4.503260e+00
1000223	5.821654e+01	3.511977e+01	2.996476e+03	1.175456e+03	-1.425433e+01	-6.503368e+01	-5.718790e+00	-1.739284e+01	1.836825e+02	-4.810500e+00
1000224	5.831236e+01	3.332402e+01	2.989817e+03	1.175240e+03	-1.411409e+01	-6.501421e+01	-6.128350e+00	-1.832442e+01	1.836018e+02	-5.111860e+00
1000225	5.841042e+01	3.242615e+01	2.984267e+03	1.174987e+03	-1.396893e+01	-6.499531e+01	-6.558660e+00	-1.890754e+01	1.834499e+02	-5.322560e+00
1000226	5.851054e+01	3.063039e+01	2.977608e+03	1.174695e+03	-1.379704e+01	-6.498099e+01	-6.955720e+00	-1.922678e+01	1.832184e+02	-5.419950e+00
1000227	5.860704e+01	2.883463e+01	2.970949e+03	1.174381e+03	-1.361171e+01	-6.497184e+01	-7.296170e+00	-1.950633e+01	1.829763e+02	-5.534050e+00
1000228	5.870006e+01	2.793675e+01	2.965399e+03	1.174047e+03	-1.342347e+01	-6.496541e+01	-7.608410e+00	-1.977139e+01	1.827351e+02	-5.685280e+00
1000229	5.879973e+01	2.614099e+01	2.958740e+03	1.173654e+03	-1.321290e+01	-6.496082e+01	-7.931020e+00	-2.004614e+01	1.824626e+02	-5.871750e+00
1000230	5.888942e+01	2.614101e+01	2.952080e+03	1.173245e+03	-1.300456e+01	-6.495863e+01	-8.227440e+00	-2.030367e+01	1.821909e+02	-6.066370e+00
1000231	5.898927e+01	2.434523e+01	2.946531e+03	1.172780e+03	-1.277632e+01	-6.495847e+01	-8.532610e+00	-2.057564e+01	1.818939e+02	-6.287190e+00
1000232	5.908470e+01	2.344735e+01	2.939871e+03	1.172303e+03	-1.255099e+01	-6.495998e+01	-8.819260e+00	-2.083607e+01	1.816026e+02	-6.509890e+00
1000233	5.919109e+01	2.165158e+01	2.933211e+03	1.171731e+03	-1.229254e+01	-6.496270e+01	-9.135570e+00	-2.112654e+01	1.812716e+02	-6.766680e+00
1000234	5.928960e+01	2.075370e+01	2.926552e+03	1.171166e+03	-1.205305e+01	-6.496382e+01	-9.440010e+00	-2.135483e+01	1.809440e+02	-6.966060e+00
1000235	5.937849e+01	1.985582e+01	2.919892e+03	1.170581e+03	-1.180620e+01	-6.496667e+01	-9.713350e+00	-2.147536e+01	1.805666e+02	-7.018190e+00
1000236	5.946724e+01	1.806003e+01	2.914343e+03	1.169959e+03	-1.153341e+01	-6.497450e+01	-9.937950e+00	-2.159213e+01	1.801899e+02	-7.070670e+00
1000237	5.956715e+01	1.716215e+01	2.907683e+03	1.169288e+03	-1.123966e+01	-6.498421e+01	-1.015181e+01	-2.171706e+01	1.798193e+02	-7.157460e+00
1000238	5.966234e+01	1.626426e+01	2.902133e+03	1.168617e+03	-1.095138e+01	-6.499470e+01	-1.034291e+01	-2.183906e+01	1.794804e+02	-7.253650e+00
1000239	5.976833e+01	1.446847e+01	2.894364e+03	1.167801e+03	-1.060845e+01	-6.500776e+01	-1.055208e+01	-2.198354e+01	1.791040e+02	-7.372360e+00
1000240	5.986601e+01	1.357058e+01	2.887704e+03	1.167048e+03	-1.030054e+01	-6.501901e+01	-1.073485e+01	-2.211288e+01	1.787779e+02	-7.460810e+00
1000241	5.996697e+01	1.267269e+01	2.882155e+03	1.166239e+03	-9.971510e+00	-6.503226e+01	-1.090445e+01	-2.224698e+01	1.784425e+02	-7.516470e+00
1000242	6.006133e+01	1.177480e+01	2.875495e+03	1.165458e+03	-9.661100e+00	-6.504383e+01	-1.106291e+01	-2.238049e+01	1.781361e+02	-7.547430e+00
1000243	6.015813e+01	1.087690e+01	2.868835e+03	1.164631e+03	-9.343110e+00	-6.505152e+01	-1.124408e+01	-2.275154e+01	1.777682e+02	-7.393410e+00
1000244	6.026668e+01	9.979010e+00	2.862176e+03	1.163632e+03	-8.919260e+00	-6.506918e+01	-1.134261e+01	-2.359509e+01	1.772961e+02	-7.019210e+00
1000245	6.036610e+01	9.081114e+00	2.855516e+03	1.162727e+03	-8.503920e+00	-6.508580e+01	-1.136290e+01	-2.437041e+01	1.769044e+02	-6.697580e+00
1000246	6.046266e+01	8.183217e+00	2.848856e+03	1.161828e+03	-8.073500e+00	-6.509898e+01	-1.134926e+01	-2.512479e+01	1.765485e+02	-6.410190e+00
1000247	6.056245e+01	7.285318e+00	2.843306e+03	1.160874e+03	-7.603480e+00	-6.510835e+01	-1.130884e+01	-2.590638e+01	1.761993e+02	-6.137030e+00
1000248	6.065974e+01	6.387419e+00	2.836647e+03	1.159927e+03	-7.115950e+00	-6.511562e+01	-1.122564e+01	-2.652627e+01	1.759291e+02	-6.021520e+00
1000249	6.075539e+01	6.387422e+00	2.829987e+03	1.158979e+03	-6.648650e+00	-6.511549e+01	-1.118095e+01	-2.671465e+01	1.757463e+02	-6.120580e+00
1000250	6.084413e+01	5.489521e+00	2.824437e+03	1.158083e+03	-6.240260e+00	-6.510849e+01	-1.119552e+01	-2.683142e+01	1.755377e+02	-6.174530e+00
1000251	6.093266e+01	4.591618e+00	2.818887e+03	1.157179e+03	-5.831270e+00	-6.509988e+01	-1.120844e+01	-2.693980e+01	1.752782e+02	-6.162800e+00
1000252	6.103346e+01	4.591620e+00	2.812228e+03	1.156142e+03	-5.362490e+00	-6.508729e+01	-1.121852e+01	-2.705624e+01	1.749292e+02	-6.089030e+00
1000253	6.113338e+01	3.693717e+00	2.805568e+03	1.155103e+03	-4.887820e+00	-6.507199e+01	-1.121227e+01	-2.716775e+01	1.745497e+02	-5.998430e+00
1000254	6.122905e+01	2.795812e+00	2.798908e+03	1.154101e+03	-4.427170e+00	-6.505373e+01	-1.119706e+01	-2.727188e+01	1.741601e+02	-5.905690e+00
1000255	6.132454e+01	2.795813e+00	2.793359e+03	1.153093e+03	-3.959890e+00	-6.503180e+01	-1.117112e+01	-2.737490e+01	1.737564e+02	-5.828620e+00
1000256	6.144453e+01	2.795815e+00	2.784479e+03	1.151628e+03	-3.283320e+00	-6.499328e+01	-1.112463e+01	-2.752066e+01	1.731488e+02	-5.735540e+00
1000257	6.154515e+01	1.897908e+00	2.777819e+03	1.150554e+03	-2.773490e+00	-6.495980e+01	-1.107574e+01	-2.763035e+01	1.727073e+02	-5.730650e+00
1000258	6.165239e+01	1.897909e+00	2.770050e+03	1.149336e+03	-2.208270e+00	-6.491586e+01	-1.104353e+01	-2.775658e+01	1.722250e+02	-5.803300e+00
1000259	6.175908e+01	1.897909e+00	2.763390e+03	1.148098e+03	-1.640460e+00	-6.486566e+01	-1.102769e+01	-2.788293e+01	1.717082e+02	-5.870310e+00
1000260	6.185616e+01	1.897910e+00	2.756730e+03	1.147053e+03	-1.157760e+00	-6.481886e+01	-1.101911e+01	-2.798981e+01	1.712537e+02	-5.925460e+00
1000261	6.194490e+01	1.000000e+00	2.751180e+03	1.146041e+03	-6.922900e-01	-6.477017e+01	-1.101494e+01	-2.809296e+01	1.708067e+02	-5.979660e+00
1000262	6.204424e+01	1.000000e+00	2.744521e+03	1.144969e+03	-1.951600e-01	-6.471420e+01	-1.101469e+01	-2.820351e+01	1.703232e+02	-6.037620e+00
1000263	6.214082e+01	1.000000e+00	2.737861e+03	1.143926e+03	2.901800e-01	-6.465570e+01	-1.101773e+01	-2.831200e+01	1.698482e+02	-6.093100e+00
1000264	6.224522e+01	1	2.731201e+03	1.142705e+03	8.575400e-01	-6.458259e+01	-1.102464e+01	-2.843981e+01	1.692935e+02	-6.155790e+00
1000265	6.234407e+01	1.897912e+00	2.724541e+03	1.141637e+03	1.359290e+00	-6.451348e+01	-1.103347e+01	-2.855382e+01	1.688065e+02	-6.208380e+00
1000266	6.244466e+01	1.897913e+00	2.717882e+03	1.140549e+03	1.872130e+00	-6.443800e+01	-1.104464e+01	-2.867135e+01	1.683149e+02	-6.258350e+00
1000267	6.253963e+01	1.897913e+00	2.712332e+03	1.139523e+03	2.358070e+00	-6.436111e+01	-1.105698e+01	-2.878355e+01	1.678564e+02	-6.301500e+00
1000268	6.263487e+01	1.897914e+00	2.705672e+03	1.138493e+03	2.846290e+00	-6.427808e+01	-1.107219e+01	-2.889719e+01	1.674026e+02	-6.338600e+00
1000269	6.274458e+01	2.795828e+00	2.699012e+03	1.137210e+03	3.449020e+00	-6.416564e+01	-1.109702e+01	-2.903689e+01	1.668299e+02	-6.333930e+00
1000270	6.284489e+01	2.795829e+00	2.692353e+03	1.136125e+03	3.970100e+00	-6.405338e+01	-1.110216e+01	-2.915574e+01	1.663355e+02	-6.288230e+00
1000271	6.294106e+01	2.795830e+00	2.685693e+03	1.135084e+03	4.475090e+00	-6.393531e+01	-1.109695e+01	-2.927188e+01	1.658768e+02	-6.245090e+00
1000272	6.303890e+01	3.693747e+00	2.679033e+03	1.134025e+03	4.990430e+00	-6.380925e+01	-1.109048e+01	-2.939167e+01	1.654232e+02	-6.198850e+00
1000273	6.314446e+01	4.591665e+00	2.672374e+03	1.132825e+03	5.573910e+00	-6.366138e+01	-1.108139e+01	-2.952596e+01	1.649048e+02	-6.104770e+00
1000274	6.324434e+01	5.489584e+00	2.666824e+03	1.131741e+03	6.112430e+00	-6.352126e+01	-1.105621e+01	-2.964789e+01	1.644392e+02	-6.001560e+00
1000275	6.334020e+01	5.489586e+00	2.660164e+03	1.130702e+03	6.633270e+00	-6.338046e+01	-1.102495e+01	-2.976619e+01	1.640073e+02	-5.910070e+00
1000276	6.343929e+01	6.387507e+00	2.653504e+03	1.129628e+03	7.173440e+00	-6.322820e+01	-1.098891e+01	-2.988905e+01	1.635718e+02	-5.819530e+00
1000277	6.354448e+01	7.285428e+00	2.646845e+03	1.128485e+03	7.748340e+00	-6.305935e+01	-1.094729e+01	-3.001952e+01	1.631177e+02	-5.725580e+00
1000278	6.363322e+01	8.183350e+00	2.641295e+03	1.127520e+03	8.233920e+00	-6.291148e+01	-1.091026e+01	-3.012929e+01	1.627393e+02	-5.648180e+00
1000279	6.373366e+01	9.081273e+00	2.635745e+03	1.126432e+03	8.783660e+00	-6.273841e+01	-1.086709e+01	-3.025290e+01	1.623139e+02	-5.562870e+00
1000280	6.382957e+01	9.081277e+00	2.629086e+03	1.125394e+03	9.308660e+00	-6.256765e+01	-1.082519e+01	-3.037016e+01	1.619085e+02	-5.483840e+00
1000281	6.393568e+01	1.087712e+01	2.622426e+03	1.124143e+03	9.938330e+00	-6.235590e+01	-1.077436e+01	-3.050963e+01	1.614213e+02	-5.394030e+00
1000282	6.403285e+01	1.177505e+01	2.616876e+03	1.123096e+03	1.046915e+01	-6.217112e+01	-1.073191e+01	-3.062626e+01	1.610065e+02	-5.321440e+00
1000283	6.413338e+01	1.267298e+01	2.610216e+03	1.122013e+03	1.101756e+01	-6.197435e+01	-1.068828e+01	-3.074569e+01	1.605726e+02	-5.250420e+00
1000284	6.423985e+01	1.446883e+01	2.603557e+03	1.120808e+03	1.162628e+01	-6.174884e+01	-1.064101e+01	-3.087604e+01	1.600812e+02	-5.174770e+00
1000285	6.433669e+01	1.446883e+01	2.596897e+03	1.119771e+03	1.215350e+01	-6.154755e+01	-1.059971e+01	-3.098533e+01	1.596468e+02	-5.112020e+00
1000286	6.444478e+01	1.626469e+01	2.590237e+03	1.118553e+03	1.277067e+01	-6.130489e+01	-1.055147e+01	-3.110456e+01	1.591284e+02	-5.046440e+00
1000287	6.454515e+01	1.716262e+01	2.584688e+03	1.117484e+03	1.331576e+01	-6.108407e+01	-1.050984e+01	-3.120788e+01	1.586609e+02	-4.995620e+00
1000288	6.463921e+01	1.895847e+01	2.578028e+03	1.116487e+03	1.382601e+01	-6.087183e+01	-1.047174e+01	-3.130410e+01	1.582147e+02	-4.954140e+00
1000289	6.473805e+01	2.075433e+01	2.572478e+03	1.115440e+03	1.436140e+01	-6.064336e+01	-1.043289e+01	-3.140470e+01	1.577372e+02	-4.916990e+00
1000290	6.484499e+01	2.255019e+01	2.565819e+03	1.114242e+03	1.497257e+01	-6.037533e+01	-1.039016e+01	-3.151921e+01	1.571804e+02	-4.882410e+00
1000291	6.494560e+01	2.344813e+01	2.559159e+03	1.113184e+03	1.551600e+01	-6.013038e+01	-1.035377e+01	-3.162098e+01	1.566755e+02	-4.858290e+00
1000292	6.504997e+01	2.524400e+01	2.552499e+03	1.111993e+03	1.612600e+01	-5.984810e+01	-1.031491e+01	-3.173530e+01	1.560979e+02	-4.838570e+00
1000293	6.514598e+01	2.703986e+01	2.546949e+03	1.110992e+03	1.664321e+01	-5.960254e+01	-1.028396e+01	-3.183252e+01	1.555998e+02	-4.827170e+00
1000294	6.524422e+01	2.883572e+01	2.541400e+03	1.109970e+03	1.717275e+01	-5.934561e+01	-1.025226e+01	-3.193500e+01	1.550894e+02	-4.829080e+00
1000295	6.533357e+01	3.063159e+01	2.535850e+03	1.108992e+03	1.767554e+01	-5.909570e+01	-1.022831e+01	-3.203468e+01	1.546003e+02	-4.842130e+00
1000296	6.543297e+01	3.242746e+01	2.530300e+03	1.107966e+03	1.820607e+01	-5.882597e+01	-1.020720e+01	-3.214036e+01	1.540755e+02	-4.856970e+00
1000297	6.552882e+01	3.422334e+01	2.523641e+03	1.106979e+03	1.871683e+01	-5.856061e+01	-1.018943e+01	-3.224293e+01	1.535648e+02	-4.873880e+00
1000298	6.562685e+01	3.512128e+01	2.518091e+03	1.105973e+03	1.923749e+01	-5.828419e+01	-1.017488e+01	-3.234872e+01	1.530401e+02	-4.894910e+00
1000299	6.572313e+01	3.781508e+01	2.512541e+03	1.104988e+03	1.974754e+01	-5.800762e+01	-1.016385e+01	-3.245308e+01	1.525218e+02	-4.916810e+00
1000300	6.582323e+01	3.961096e+01	2.506992e+03	1.103966e+03	2.027665e+01	-5.771466e+01	-1.015533e+01	-3.256211e+01	1.519809e+02	-4.940550e+00
1000301	6.593007e+01	4.140684e+01	2.500332e+03	1.102831e+03	2.086286e+01	-5.738297e+01	-1.014920e+01	-3.268385e+01	1.513798e+02	-4.968440e+00
1000302	6.602513e+01	4.320272e+01	2.494782e+03	1.101868e+03	2.136277e+01	-5.709394e+01	-1.014703e+01	-3.278855e+01	1.508660e+02	-4.992780e+00
1000303	6.613423e+01	4.679447e+01	2.488123e+03	1.100679e+03	2.197570e+01	-5.673198e+01	-1.014755e+01	-3.291790e+01	1.502356e+02	-5.022480e+00
1000304	6.623485e+01	4.859036e+01	2.482573e+03	1.099664e+03	2.250181e+01	-5.641436e+01	-1.015107e+01	-3.302990e+01	1.496949e+02	-5.047920e+00
1000305	6.633086e+01	5.128417e+01	2.477023e+03	1.098698e+03	2.300227e+01	-5.610625e+01	-1.015685e+01	-3.313716e+01	1.491811e+02	-5.071270e+00
1000306	6.642879e+01	5.308006e+01	2.471473e+03	1.097713e+03	2.351123e+01	-5.578690e+01	-1.016505e+01	-3.324693e+01	1.486593e+02	-5.094020e+00
1000307	6.653429e+01	5.577388e+01	2.467034e+03	1.096652e+03	2.405759e+01	-5.543681e+01	-1.017610e+01	-3.336595e+01	1.481009e+02	-5.117840e+00
1000308	6.663384e+01	5.756977e+01	2.461484e+03	1.095654e+03	2.457023e+01	-5.509998e+01	-1.018910e+01	-3.347921e+01	1.475781e+02	-5.140460e+00
1000309	6.672347e+01	6.026360e+01	2.455934e+03	1.094754e+03	2.502817e+01	-5.478937e+01	-1.020233e+01	-3.358131e+01	1.471103e+02	-5.159920e+00
1000310	6.682228e+01	6.295743e+01	2.450385e+03	1.093766e+03	2.552601e+01	-5.443542e+01	-1.021849e+01	-3.369429e+01	1.465986e+02	-5.180480e+00
1000311	6.692055e+01	6.565126e+01	2.444835e+03	1.092783e+03	2.601181e+01	-5.406847e+01	-1.023573e+01	-3.380635e+01	1.460925e+02	-5.196990e+00
1000312	6.702599e+01	6.834509e+01	2.439285e+03	1.091677e+03	2.654497e+01	-5.363820e+01	-1.025566e+01	-3.393155e+01	1.455290e+02	-5.209750e+00
1000313	6.712312e+01	7.103892e+01	2.434845e+03	1.090706e+03	2.700363e+01	-5.324316e+01	-1.027374e+01	-3.404143e+01	1.450375e+02	-5.215610e+00
1000314	6.722270e+01	7.373276e+01	2.429296e+03	1.089711e+03	2.746937e+01	-5.283132e+01	-1.029402e+01	-3.415393e+01	1.445401e+02	-5.218250e+00
1000315	6.732957e+01	7.642660e+01	2.423746e+03	1.088640e+03	2.796541e+01	-5.238492e+01	-1.031843e+01	-3.427517e+01	1.440158e+02	-5.221250e+00
1000316	6.742500e+01	7.912045e+01	2.418196e+03	1.087686e+03	2.840430e+01	-5.198319e+01	-1.034378e+01	-3.438387e+01	1.435549e+02	-5.224280e+00
1000317	6.753380e+01	8.271223e+01	2.412647e+03	1.086500e+03	2.894138e+01	-5.148387e+01	-1.037740e+01	-3.452034e+01	1.429972e+02	-5.231060e+00
1000318	6.763368e+01	8.540608e+01	2.407097e+03	1.085500e+03	2.939234e+01	-5.105702e+01	-1.041161e+01	-3.463749e+01	1.425386e+02	-5.251420e+00
1000319	6.772939e+01	8.809992e+01	2.402657e+03	1.084540e+03	2.981815e+01	-5.064672e+01	-1.045183e+01	-3.474867e+01	1.421022e+02	-5.270630e+00
1000320	6.782918e+01	9.169172e+01	2.397107e+03	1.083537e+03	3.025747e+01	-5.021663e+01	-1.049810e+01	-3.486304e+01	1.416473e+02	-5.287190e+00
1000321	6.793367e+01	9.438558e+01	2.391558e+03	1.082483e+03	3.071280e+01	-4.976355e+01	-1.055056e+01	-3.498117e+01	1.411717e+02	-5.303570e+00
1000322	6.803368e+01	9.797736e+01	2.387118e+03	1.081474e+03	3.114469e+01	-4.932707e+01	-1.060346e+01	-3.509295e+01	1.407210e+02	-5.325200e+00
1000323	6.813973e+01	1.015692e+02	2.381568e+03	1.080304e+03	3.163396e+01	-4.882351e+01	-1.067182e+01	-3.521958e+01	1.402053e+02	-5.355270e+00
1000324	6.823613e+01	1.042630e+02	2.377128e+03	1.079327e+03	3.203942e+01	-4.839916e+01	-1.073347e+01	-3.532382e+01	1.397697e+02	-5.379800e+00
1000325	6.833366e+01	1.069569e+02	2.371579e+03	1.078337e+03	3.244552e+01	-4.796784e+01	-1.079886e+01	-3.542740e+01	1.393264e+02	-5.405690e+00
1000326	6.842320e+01	1.105487e+02	2.367139e+03	1.077369e+03	3.283570e+01	-4.754783e+01	-1.086352e+01	-3.552605e+01	1.388961e+02	-5.435010e+00
1000327	6.851253e+01	1.132425e+02	2.362699e+03	1.076379e+03	3.323186e+01	-4.711648e+01	-1.092892e+01	-3.562647e+01	1.384721e+02	-5.493270e+00
1000328	6.861131e+01	1.168343e+02	2.358260e+03	1.075366e+03	3.362973e+01	-4.667520e+01	-1.100779e+01	-3.572979e+01	1.380558e+02	-5.590220e+00
1000329	6.870311e+01	1.204262e+02	2.353820e+03	1.074373e+03	3.400531e+01	-4.625031e+01	-1.109916e+01	-3.582801e+01	1.376484e+02	-5.691800e+00
1000330	6.880727e+01	1.240180e+02	2.348270e+03	1.073227e+03	3.443037e+01	-4.576199e+01	-1.121335e+01	-3.593730e+01	1.371642e+02	-5.803130e+00
1000331	6.890523e+01	1.276098e+02	2.344940e+03	1.072208e+03	3.480336e+01	-4.532753e+01	-1.132025e+01	-3.601702e+01	1.367239e+02	-5.901150e+00
1000332	6.901238e+01	1.312016e+02	2.339390e+03	1.071010e+03	3.523172e+01	-4.482142e+01	-1.145063e+01	-3.608688e+01	1.362015e+02	-6.016990e+00
1000333	6.911241e+01	1.347934e+02	2.334951e+03	1.069956e+03	3.560311e+01	-4.437637e+01	-1.156925e+01	-3.613909e+01	1.357346e+02	-6.121120e+00
1000334	6.920989e+01	1.383852e+02	2.330511e+03	1.068923e+03	3.596120e+01	-4.394182e+01	-1.168791e+01	-3.618517e+01	1.352724e+02	-6.225500e+00
1000335	6.931419e+01	1.419770e+02	2.326071e+03	1.067807e+03	3.634008e+01	-4.347628e+01	-1.181630e+01	-3.617094e+01	1.347682e+02	-6.341220e+00
1000336	6.941264e+01	1.455689e+02	2.321631e+03	1.066748e+03	3.669449e+01	-4.303584e+01	-1.193687e+01	-3.600570e+01	1.342752e+02	-6.449390e+00
1000337	6.950139e+01	1.500586e+02	2.317192e+03	1.065668e+03	3.704723e+01	-4.259304e+01	-1.205529e+01	-3.581644e+01	1.337730e+02	-6.566070e+00
1000338	6.960097e+01	1.536505e+02	2.312752e+03	1.064582e+03	3.739837e+01	-4.214703e+01	-1.217404e+01	-3.562407e+01	1.332600e+02	-6.691530e+00
1000339	6.969646e+01	1.563443e+02	2.309422e+03	1.063530e+03	3.773119e+01	-4.171960e+01	-1.228700e+01	-3.543915e+01	1.327608e+02	-6.817600e+00
1000340	6.979524e+01	1.608341e+02	2.304982e+03	1.062432e+03	3.806989e+01	-4.127876e+01	-1.240891e+01	-3.531812e+01	1.322381e+02	-6.951020e+00
1000341	6.990129e+01	1.653239e+02	2.300542e+03	1.061241e+03	3.843108e+01	-4.080384e+01	-1.253726e+01	-3.533271e+01	1.316706e+02	-7.091200e+00
1000342	7.000108e+01	1.680177e+02	2.297212e+03	1.060110e+03	3.876890e+01	-4.035462e+01	-1.265749e+01	-3.535716e+01	1.311310e+02	-7.223140e+00
1000343	7.008995e+01	1.725075e+02	2.292773e+03	1.058986e+03	3.909755e+01	-3.991253e+01	-1.277616e+01	-3.538015e+01	1.305954e+02	-7.349250e+00
1000344	7.018498e+01	1.760993e+02	2.289443e+03	1.057892e+03	3.941528e+01	-3.948007e+01	-1.289164e+01	-3.538884e+01	1.300633e+02	-7.462190e+00
1000345	7.028032e+01	1.796912e+02	2.285003e+03	1.056785e+03	3.973492e+01	-3.904142e+01	-1.300286e+01	-3.538100e+01	1.295215e+02	-7.569450e+00
1000346	7.038927e+01	1.841810e+02	2.280563e+03	1.055445e+03	4.011192e+01	-3.851678e+01	-1.313470e+01	-3.531166e+01	1.288651e+02	-7.688700e+00
1000347	7.048903e+01	1.877728e+02	2.277233e+03	1.054261e+03	4.043695e+01	-3.805713e+01	-1.325134e+01	-3.506381e+01	1.282494e+02	-7.751860e+00
1000348	7.058467e+01	1.922626e+02	2.273903e+03	1.053116e+03	4.075499e+01	-3.760700e+01	-1.334095e+01	-3.462589e+01	1.276254e+02	-7.780310e+00
