	time (sec)	xEast (m)	yNorth (m)	zUp (m)	vx (m/s)	vy (m/s)	vz (m/s)	head (deg)	pitch (deg)	roll (deg)
1000230	5.580409e+01	1.897884e+00	3.018683e+03	1.156999e+03	-2.139130e+00	-6.193024e+01	-1.145779e+01	-2.179636e+01	1.713137e+02	-8.100100e+00
1000231	5.589265e+01	1.000000e+00	3.012024e+03	1.156123e+03	-1.829940e+00	-6.191441e+01	-1.161866e+01	-2.188241e+01	1.710227e+02	-8.190680e+00
1000232	5.598192e+01	1.000000e+00	3.006474e+03	1.155230e+03	-1.522710e+00	-6.188872e+01	-1.177776e+01	-2.197649e+01	1.707424e+02	-8.246570e+00
1000233	5.608257e+01	1.000000e+00	3.000924e+03	1.154258e+03	-1.195100e+00	-6.185252e+01	-1.195356e+01	-2.218464e+01	1.704151e+02	-8.172140e+00
1000234	5.617177e+01	1.000000e+00	2.995374e+03	1.153376e+03	-8.803300e-01	-6.182124e+01	-1.205468e+01	-2.253523e+01	1.701155e+02	-8.017960e+00
1000235	5.627809e+01	1.000000e+00	2.987604e+03	1.152305e+03	-4.822500e-01	-6.178391e+01	-1.213503e+01	-2.303688e+01	1.697986e+02	-7.867500e+00
1000236	5.637248e+01	1	2.983165e+03	1.151336e+03	-1.182900e-01	-6.174888e+01	-1.219510e+01	-2.354561e+01	1.695514e+02	-7.768260e+00
1000237	5.648122e+01	1.000000e+00	2.975395e+03	1.150110e+03	3.396900e-01	-6.170134e+01	-1.226637e+01	-2.417852e+01	1.692589e+02	-7.635680e+00
1000238	5.658223e+01	1.000000e+00	2.968735e+03	1.149033e+03	7.519300e-01	-6.165592e+01	-1.231143e+01	-2.472339e+01	1.689999e+02	-7.488330e+00
1000239	5.668764e+01	1.000000e+00	2.962075e+03	1.147826e+03	1.219900e+00	-6.160101e+01	-1.234492e+01	-2.531922e+01	1.687232e+02	-7.336300e+00
1000240	5.678642e+01	1.000000e+00	2.956525e+03	1.146740e+03	1.645940e+00	-6.154725e+01	-1.236788e+01	-2.584356e+01	1.684789e+02	-7.212350e+00
1000241	5.690489e+01	1.000000e+00	2.948756e+03	1.145263e+03	2.225070e+00	-6.146890e+01	-1.238997e+01	-2.646057e+01	1.681467e+02	-7.067720e+00
1000242	5.699281e+01	1.897890e+00	2.942096e+03	1.144214e+03	2.639520e+00	-6.140874e+01	-1.240495e+01	-2.688320e+01	1.679024e+02	-6.978610e+00
1000243	5.708159e+01	1.897890e+00	2.936546e+03	1.143128e+03	3.069260e+00	-6.134286e+01	-1.241987e+01	-2.731195e+01	1.676374e+02	-6.895700e+00
1000244	5.718187e+01	1.897891e+00	2.930996e+03	1.141977e+03	3.529060e+00	-6.126788e+01	-1.243519e+01	-2.776020e+01	1.673379e+02	-6.817750e+00
1000245	5.727074e+01	1.897891e+00	2.924336e+03	1.140868e+03	3.971540e+00	-6.119091e+01	-1.244981e+01	-2.818190e+01	1.670314e+02	-6.754170e+00
1000246	5.737645e+01	2.795784e+00	2.917676e+03	1.139584e+03	4.487260e+00	-6.109446e+01	-1.246728e+01	-2.866229e+01	1.666509e+02	-6.694590e+00
1000247	5.747273e+01	2.795785e+00	2.912127e+03	1.138455e+03	4.945880e+00	-6.100284e+01	-1.248303e+01	-2.907861e+01	1.662926e+02	-6.656420e+00
1000248	5.757085e+01	3.693678e+00	2.905467e+03	1.137298e+03	5.418750e+00	-6.090345e+01	-1.250059e+01	-2.949329e+01	1.659045e+02	-6.633930e+00
1000249	5.767018e+01	4.591573e+00	2.899917e+03	1.136119e+03	5.909860e+00	-6.079762e+01	-1.250337e+01	-2.977719e+01	1.655041e+02	-6.664430e+00
1000250	5.776543e+01	4.591575e+00	2.894367e+03	1.134984e+03	6.383820e+00	-6.069172e+01	-1.251036e+01	-2.983164e+01	1.651770e+02	-6.865900e+00
1000251	5.786388e+01	5.489470e+00	2.888817e+03	1.133804e+03	6.840420e+00	-6.058102e+01	-1.257831e+01	-2.986892e+01	1.648276e+02	-7.121550e+00
1000252	5.795964e+01	6.387367e+00	2.882157e+03	1.132654e+03	7.273850e+00	-6.047182e+01	-1.266569e+01	-2.989863e+01	1.644345e+02	-7.336080e+00
1000253	5.805949e+01	7.285265e+00	2.876607e+03	1.131449e+03	7.723800e+00	-6.035571e+01	-1.276414e+01	-2.992396e+01	1.639734e+02	-7.523750e+00
1000254	5.814848e+01	7.285268e+00	2.871058e+03	1.130246e+03	8.165930e+00	-6.023873e+01	-1.286833e+01	-2.994506e+01	1.634784e+02	-7.684100e+00
1000255	5.824336e+01	8.183167e+00	2.864398e+03	1.129095e+03	8.588240e+00	-6.012313e+01	-1.297925e+01	-2.995979e+01	1.629376e+02	-7.760110e+00
1000256	5.834013e+01	9.081066e+00	2.859958e+03	1.127915e+03	9.037840e+00	-6.000030e+01	-1.306499e+01	-2.999147e+01	1.623218e+02	-7.747240e+00
1000257	5.844859e+01	1.087686e+01	2.852188e+03	1.126523e+03	9.589880e+00	-5.984867e+01	-1.312675e+01	-3.004571e+01	1.615923e+02	-7.732320e+00
1000258	5.854915e+01	1.087687e+01	2.846638e+03	1.125284e+03	1.009181e+01	-5.970687e+01	-1.316684e+01	-3.010629e+01	1.609566e+02	-7.746420e+00
1000259	5.864638e+01	1.267267e+01	2.841088e+03	1.124082e+03	1.058472e+01	-5.956351e+01	-1.319750e+01	-3.016893e+01	1.603499e+02	-7.773760e+00
1000260	5.875111e+01	1.357057e+01	2.834428e+03	1.122704e+03	1.115200e+01	-5.939322e+01	-1.322494e+01	-3.024441e+01	1.596704e+02	-7.813280e+00
1000261	5.885954e+01	1.536638e+01	2.827769e+03	1.121262e+03	1.174905e+01	-5.920758e+01	-1.324709e+01	-3.032767e+01	1.589764e+02	-7.858780e+00
1000262	5.894893e+01	1.626428e+01	2.822219e+03	1.120059e+03	1.224901e+01	-5.904671e+01	-1.326220e+01	-3.040036e+01	1.584118e+02	-7.896970e+00
1000263	5.903804e+01	1.716219e+01	2.816669e+03	1.118851e+03	1.275151e+01	-5.887910e+01	-1.327505e+01	-3.047612e+01	1.578590e+02	-7.932970e+00
1000264	5.912614e+01	1.895800e+01	2.811119e+03	1.117667e+03	1.324441e+01	-5.870748e+01	-1.328580e+01	-3.055302e+01	1.573307e+02	-7.964240e+00
1000265	5.921513e+01	1.985590e+01	2.805569e+03	1.116479e+03	1.373746e+01	-5.852694e+01	-1.329487e+01	-3.063244e+01	1.568151e+02	-7.990050e+00
1000266	5.930528e+01	2.075381e+01	2.800019e+03	1.115272e+03	1.423539e+01	-5.833330e+01	-1.330225e+01	-3.071514e+01	1.563065e+02	-8.009370e+00
1000267	5.940419e+01	2.254963e+01	2.793359e+03	1.114012e+03	1.475395e+01	-5.811827e+01	-1.330805e+01	-3.080384e+01	1.557885e+02	-8.021560e+00
1000268	5.950087e+01	2.434544e+01	2.787810e+03	1.112775e+03	1.525870e+01	-5.789815e+01	-1.331256e+01	-3.089244e+01	1.552964e+02	-8.025630e+00
1000269	5.960625e+01	2.524335e+01	2.782260e+03	1.111335e+03	1.584029e+01	-5.763572e+01	-1.331758e+01	-3.099696e+01	1.547458e+02	-8.021810e+00
1000270	5.970457e+01	2.793707e+01	2.776710e+03	1.110070e+03	1.635032e+01	-5.739947e+01	-1.332385e+01	-3.109033e+01	1.542750e+02	-8.009930e+00
1000271	5.980418e+01	2.883499e+01	2.770050e+03	1.108785e+03	1.686407e+01	-5.715616e+01	-1.333393e+01	-3.118360e+01	1.537945e+02	-7.963410e+00
1000272	5.991182e+01	3.063080e+01	2.764500e+03	1.107390e+03	1.742590e+01	-5.688664e+01	-1.333226e+01	-3.128399e+01	1.532783e+02	-7.887840e+00
1000273	6.000755e+01	3.242663e+01	2.758950e+03	1.106151e+03	1.792678e+01	-5.664154e+01	-1.332626e+01	-3.137452e+01	1.528350e+02	-7.823090e+00
1000274	6.011653e+01	3.422245e+01	2.752290e+03	1.104616e+03	1.854058e+01	-5.633392e+01	-1.331687e+01	-3.148677e+01	1.523064e+02	-7.743840e+00
1000275	6.020522e+01	3.691618e+01	2.746740e+03	1.103401e+03	1.902596e+01	-5.608477e+01	-1.330795e+01	-3.158128e+01	1.518970e+02	-7.680560e+00
1000276	6.029332e+01	3.781409e+01	2.742300e+03	1.102180e+03	1.951257e+01	-5.582991e+01	-1.329718e+01	-3.169989e+01	1.514994e+02	-7.626570e+00
1000277	6.038304e+01	3.960992e+01	2.736751e+03	1.100906e+03	2.001487e+01	-5.556069e+01	-1.329005e+01	-3.184214e+01	1.510984e+02	-7.581250e+00
1000278	6.049336e+01	4.230366e+01	2.730091e+03	1.099386e+03	2.061060e+01	-5.523325e+01	-1.328615e+01	-3.201186e+01	1.506213e+02	-7.524400e+00
1000279	6.058305e+01	4.499739e+01	2.724541e+03	1.098129e+03	2.110196e+01	-5.495787e+01	-1.327967e+01	-3.208684e+01	1.502315e+02	-7.485850e+00
1000280	6.067097e+01	4.589532e+01	2.720101e+03	1.096983e+03	2.154574e+01	-5.470351e+01	-1.328091e+01	-3.212807e+01	1.498783e+02	-7.461330e+00
1000281	6.075987e+01	4.769115e+01	2.714551e+03	1.095757e+03	2.201379e+01	-5.443005e+01	-1.328587e+01	-3.216920e+01	1.494971e+02	-7.434100e+00
1000282	6.086873e+01	5.128280e+01	2.709001e+03	1.094337e+03	2.255278e+01	-5.410869e+01	-1.329389e+01	-3.221412e+01	1.490457e+02	-7.400160e+00
1000283	6.096022e+01	5.307863e+01	2.704561e+03	1.093075e+03	2.302611e+01	-5.382069e+01	-1.330241e+01	-3.224013e+01	1.486342e+02	-7.364550e+00
1000284	6.105174e+01	5.487447e+01	2.699011e+03	1.091805e+03	2.349974e+01	-5.352747e+01	-1.330921e+01	-3.224270e+01	1.482083e+02	-7.324430e+00
1000285	6.115453e+01	5.756821e+01	2.693462e+03	1.090465e+03	2.399941e+01	-5.321195e+01	-1.331433e+01	-3.224066e+01	1.477482e+02	-7.286060e+00
1000286	6.127187e+01	6.026197e+01	2.686802e+03	1.088800e+03	2.460834e+01	-5.281710e+01	-1.332397e+01	-3.223429e+01	1.471594e+02	-7.233380e+00
1000287	6.136012e+01	6.295571e+01	2.682362e+03	1.087647e+03	2.503120e+01	-5.253729e+01	-1.332566e+01	-3.222593e+01	1.467215e+02	-7.169960e+00
1000288	6.144875e+01	6.564947e+01	2.676812e+03	1.086420e+03	2.548396e+01	-5.223392e+01	-1.331633e+01	-3.221615e+01	1.462486e+02	-7.106550e+00
1000289	6.153789e+01	6.744531e+01	2.672372e+03	1.085254e+03	2.591369e+01	-5.194105e+01	-1.330395e+01	-3.220680e+01	1.457966e+02	-7.058940e+00
1000290	6.162761e+01	7.013906e+01	2.667932e+03	1.084080e+03	2.634486e+01	-5.164225e+01	-1.328923e+01	-3.219703e+01	1.453371e+02	-7.020180e+00
1000291	6.172713e+01	7.283282e+01	2.662382e+03	1.082781e+03	2.682118e+01	-5.130621e+01	-1.327071e+01	-3.218578e+01	1.448210e+02	-6.986150e+00
1000292	6.181541e+01	7.462867e+01	2.657942e+03	1.081625e+03	2.724186e+01	-5.100412e+01	-1.325285e+01	-3.217549e+01	1.443571e+02	-6.963380e+00
1000293	6.190532e+01	7.732242e+01	2.653502e+03	1.080370e+03	2.769518e+01	-5.067278e+01	-1.323255e+01	-3.216411e+01	1.438483e+02	-6.945860e+00
1000294	6.199251e+01	8.001618e+01	2.649062e+03	1.079155e+03	2.813184e+01	-5.034759e+01	-1.321227e+01	-3.215297e+01	1.433491e+02	-6.935090e+00
1000295	6.208257e+01	8.270995e+01	2.643513e+03	1.077977e+03	2.855422e+01	-5.002731e+01	-1.319224e+01	-3.214214e+01	1.428579e+02	-6.930020e+00
1000296	6.218190e+01	8.540371e+01	2.639073e+03	1.076681e+03	2.901724e+01	-4.966963e+01	-1.317007e+01	-3.213036e+01	1.423101e+02	-6.929870e+00
1000297	6.227821e+01	8.899539e+01	2.634633e+03	1.075425e+03	2.946349e+01	-4.931837e+01	-1.314874e+01	-3.211921e+01	1.417735e+02	-6.934660e+00
1000298	6.238530e+01	9.168916e+01	2.629083e+03	1.073933e+03	2.998775e+01	-4.889749e+01	-1.312402e+01	-3.210654e+01	1.411326e+02	-6.945890e+00
1000299	6.249297e+01	9.528085e+01	2.623533e+03	1.072411e+03	3.051840e+01	-4.846214e+01	-1.309957e+01	-3.209435e+01	1.404733e+02	-6.962190e+00
1000300	6.259370e+01	9.887254e+01	2.617983e+03	1.071101e+03	3.097504e+01	-4.807970e+01	-1.307907e+01	-3.208460e+01	1.398980e+02	-6.979490e+00
1000301	6.268974e+01	1.015663e+02	2.613543e+03	1.069853e+03	3.140738e+01	-4.771084e+01	-1.306029e+01	-3.207604e+01	1.393473e+02	-6.998360e+00
1000302	6.279625e+01	1.051580e+02	2.607993e+03	1.068359e+03	3.191839e+01	-4.726625e+01	-1.303898e+01	-3.206692e+01	1.386895e+02	-7.023130e+00
1000303	6.290413e+01	1.087497e+02	2.602443e+03	1.066900e+03	3.241499e+01	-4.682493e+01	-1.301919e+01	-3.205922e+01	1.380437e+02	-7.048670e+00
1000304	6.300499e+01	1.114435e+02	2.598004e+03	1.065593e+03	3.285812e+01	-4.642318e+01	-1.300248e+01	-3.205342e+01	1.374629e+02	-7.072400e+00
1000305	6.311131e+01	1.150352e+02	2.593564e+03	1.064215e+03	3.332154e+01	-4.599488e+01	-1.298590e+01	-3.204851e+01	1.368516e+02	-7.097480e+00
1000306	6.321996e+01	1.195248e+02	2.588014e+03	1.062745e+03	3.381124e+01	-4.553302e+01	-1.296950e+01	-3.204466e+01	1.362022e+02	-7.123670e+00
1000307	6.333833e+01	1.231165e+02	2.582464e+03	1.061064e+03	3.436449e+01	-4.499948e+01	-1.295226e+01	-3.204150e+01	1.354650e+02	-7.151960e+00
1000308	6.342659e+01	1.267082e+02	2.578024e+03	1.059926e+03	3.473843e+01	-4.463145e+01	-1.294141e+01	-3.203755e+01	1.349649e+02	-7.169810e+00
1000309	6.351546e+01	1.302999e+02	2.573584e+03	1.058684e+03	3.514183e+01	-4.422789e+01	-1.293026e+01	-3.202979e+01	1.344246e+02	-7.187730e+00
1000310	6.360493e+01	1.329937e+02	2.570254e+03	1.057532e+03	3.551457e+01	-4.384855e+01	-1.292087e+01	-3.202141e+01	1.339247e+02	-7.203370e+00
1000311	6.371587e+01	1.374833e+02	2.565814e+03	1.056106e+03	3.597238e+01	-4.337395e+01	-1.291018e+01	-3.201160e+01	1.333096e+02	-7.220130e+00
1000312	6.382237e+01	1.410750e+02	2.560264e+03	1.054682e+03	3.642458e+01	-4.289555e+01	-1.290047e+01	-3.200303e+01	1.327016e+02	-7.233800e+00
1000313	6.391319e+01	1.446667e+02	2.555824e+03	1.053411e+03	3.682330e+01	-4.246563e+01	-1.289258e+01	-3.199633e+01	1.321651e+02	-7.243160e+00
1000314	6.402238e+01	1.491564e+02	2.552494e+03	1.052012e+03	3.725938e+01	-4.198628e+01	-1.288466e+01	-3.198991e+01	1.315778e+02	-7.250210e+00
1000315	6.411205e+01	1.518502e+02	2.548055e+03	1.050865e+03	3.761377e+01	-4.158958e+01	-1.287869e+01	-3.198532e+01	1.311003e+02	-7.253510e+00
1000316	6.422408e+01	1.563398e+02	2.543615e+03	1.049432e+03	3.805164e+01	-4.109028e+01	-1.287191e+01	-3.198034e+01	1.305097e+02	-7.254470e+00
1000317	6.433769e+01	1.608294e+02	2.539175e+03	1.047979e+03	3.849009e+01	-4.057990e+01	-1.286567e+01	-3.197561e+01	1.299175e+02	-7.251920e+00
1000318	6.442760e+01	1.644212e+02	2.534735e+03	1.046831e+03	3.883283e+01	-4.017339e+01	-1.286116e+01	-3.197139e+01	1.294536e+02	-7.247540e+00
1000319	6.451567e+01	1.680129e+02	2.531405e+03	1.045708e+03	3.916516e+01	-3.977270e+01	-1.285705e+01	-3.196482e+01	1.290023e+02	-7.241070e+00
1000320	6.460460e+01	1.716046e+02	2.528075e+03	1.044574e+03	3.949714e+01	-3.936589e+01	-1.285310e+01	-3.195688e+01	1.285500e+02	-7.232560e+00
1000321	6.469362e+01	1.751963e+02	2.524745e+03	1.043439e+03	3.982571e+01	-3.895659e+01	-1.284931e+01	-3.194900e+01	1.281006e+02	-7.222540e+00
1000322	6.479268e+01	1.787880e+02	2.520305e+03	1.042077e+03	4.021331e+01	-3.846513e+01	-1.284500e+01	-3.193958e+01	1.275679e+02	-7.208920e+00
1000323	6.488240e+01	1.832776e+02	2.516975e+03	1.040936e+03	4.053628e+01	-3.804795e+01	-1.284164e+01	-3.193160e+01	1.271209e+02	-7.195910e+00
1000324	6.498863e+01	1.868694e+02	2.512535e+03	1.039587e+03	4.091376e+01	-3.755139e+01	-1.283775e+01	-3.192134e+01	1.265944e+02	-7.179170e+00
1000325	6.510408e+01	1.922569e+02	2.509205e+03	1.038046e+03	4.133578e+01	-3.698452e+01	-1.283314e+01	-3.182321e+01	1.259946e+02	-7.157650e+00
1000326	6.519289e+01	1.958486e+02	2.505875e+03	1.036863e+03	4.165624e+01	-3.654569e+01	-1.282659e+01	-3.169606e+01	1.255339e+02	-7.143910e+00
1000327	6.528169e+01	1.994404e+02	2.502545e+03	1.035683e+03	4.197115e+01	-3.610703e+01	-1.281940e+01	-3.156806e+01	1.250738e+02	-7.130730e+00
1000328	6.538979e+01	2.039300e+02	2.498106e+03	1.034313e+03	4.233172e+01	-3.559544e+01	-1.280959e+01	-3.141882e+01	1.245379e+02	-7.116440e+00
1000329	6.549443e+01	2.093176e+02	2.493666e+03	1.032916e+03	4.269198e+01	-3.507396e+01	-1.279842e+01	-3.126677e+01	1.239924e+02	-7.104140e+00
1000330	6.559343e+01	2.129093e+02	2.490336e+03	1.031664e+03	4.301007e+01	-3.460439e+01	-1.278781e+01	-3.113121e+01	1.235010e+02	-7.093980e+00
1000331	6.569307e+01	2.173990e+02	2.487006e+03	1.030403e+03	4.332452e+01	-3.413137e+01	-1.277837e+01	-3.104427e+01	1.230078e+02	-7.085420e+00
1000332	6.578783e+01	2.218886e+02	2.484786e+03	1.029205e+03	4.361907e+01	-3.368017e+01	-1.276859e+01	-3.101384e+01	1.225422e+02	-7.081010e+00
1000333	6.588615e+01	2.263783e+02	2.480346e+03	1.027961e+03	4.391957e+01	-3.321089e+01	-1.275980e+01	-3.099174e+01	1.220610e+02	-7.078900e+00
1000334	6.599315e+01	2.308679e+02	2.477016e+03	1.026536e+03	4.425686e+01	-3.267329e+01	-1.275104e+01	-3.096637e+01	1.215104e+02	-7.074680e+00
1000335	6.609383e+01	2.362555e+02	2.473686e+03	1.025264e+03	4.455412e+01	-3.218946e+01	-1.274379e+01	-3.094336e+01	1.210160e+02	-7.070040e+00
1000336	6.620021e+01	2.407451e+02	2.470356e+03	1.023803e+03	4.488773e+01	-3.163497e+01	-1.273619e+01	-3.091681e+01	1.204512e+02	-7.064970e+00
1000337	6.629515e+01	2.443369e+02	2.467026e+03	1.022607e+03	4.515841e+01	-3.117544e+01	-1.273043e+01	-3.089468e+01	1.199841e+02	-7.060490e+00
1000338	6.639265e+01	2.497244e+02	2.464806e+03	1.021377e+03	4.543225e+01	-3.070155e+01	-1.272481e+01	-3.087185e+01	1.195038e+02	-7.056110e+00
1000339	6.649394e+01	2.533161e+02	2.461476e+03	1.020169e+03	4.569292e+01	-3.024206e+01	-1.271950e+01	-3.084960e+01	1.190397e+02	-7.052310e+00
1000340	6.659630e+01	2.596017e+02	2.457036e+03	1.018482e+03	4.605131e+01	-2.959547e+01	-1.271299e+01	-3.081816e+01	1.183883e+02	-7.047240e+00
1000341	6.670509e+01	2.649892e+02	2.453706e+03	1.017116e+03	4.634022e+01	-2.906088e+01	-1.270755e+01	-3.079216e+01	1.178512e+02	-7.042750e+00
